path,exists,SHA_match
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\GVA_merge_with_crosswalk_v2.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\GVA_new_v2.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\LAD_AreaSummary_v2.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\LAD_DNO_v2.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\LAD_GeoMerge_v2.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\LAD_urban_Summary_v2.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\main1_v2.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\match_lad_v2.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\poppulation_merge_v2.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\pipeline_v2\README_脚本复制与零改动校验.md,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\test1\test1_full_pipeline.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\test1\test1_step0_inventory.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\test1b\test1b_independence_pipeline.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\v3_audit\audit_v3_dataset.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\v3_controlled_comparison\controlled_comparison_pipeline.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\v3_validation\v3_validation_pipeline.py,True,True
D:\Pyprogramme\STST2603\claude_branch\scripts\variance_decomposition\variance_decomposition_pipeline.py,True,True
