slot_id,old_Word_baseline_SHA,old_location,table_cell_or_context,MR,CL,old_claim,old_numeric_token,current_evidence_path,evidence_row_key,new_numeric,unit,population,candidate,disposition,missing_condition,candidate_new_section,Word_status
NS0682,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-P057,Early analyses used records that included the period later designated as the confirmation sample (30 September 2023 to 31 March 2024; 184 days). The local audit identifies analysis steps 9–14 as preceding temporal separation: outcome reconstruction checks; choice between customer-weighted duration and total span; the initial fitted-minimum analysis; Cause Code restriction; the supporting linear/quadratic-term comparison; and the initial predictive-contribution analysis. These decisions therefore used information from both periods. Subsequent separation corrected record allocation but did not restore an untouched confirmation sample. Table E1 reports the record overlap at successive construction stages.,MR14,CL04,Early analyses used records that included the period later designated as the confirmation sample (30 September 2023 to 31 March 2024; 184 days). The local audit identifies analysis steps 9–14 as preceding temporal separation: outcome reconstruction checks; choice between customer-weighted duration and total span; the initial fitted-minimum analysis; Cause Code restriction; the supporting linear/quadratic-term comparison; and the initial predictive-contribution analysis. These decisions therefore used information from both periods. Subsequent separation corrected record allocation but did not restore an untouched confirmation sample. Table E1 reports the record overlap at successive construction stages.,184,,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Retain this paragraph only as dated development history with its original population and source. These numbers are not current B1 evidence.,retain_explicit_history,Historical source binding retained; no new scientific validation claimed,retain current location pending author structure decision,not_modified
NS0683,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-P057,Early analyses used records that included the period later designated as the confirmation sample (30 September 2023 to 31 March 2024; 184 days). The local audit identifies analysis steps 9–14 as preceding temporal separation: outcome reconstruction checks; choice between customer-weighted duration and total span; the initial fitted-minimum analysis; Cause Code restriction; the supporting linear/quadratic-term comparison; and the initial predictive-contribution analysis. These decisions therefore used information from both periods. Subsequent separation corrected record allocation but did not restore an untouched confirmation sample. Table E1 reports the record overlap at successive construction stages.,MR14,CL04,Early analyses used records that included the period later designated as the confirmation sample (30 September 2023 to 31 March 2024; 184 days). The local audit identifies analysis steps 9–14 as preceding temporal separation: outcome reconstruction checks; choice between customer-weighted duration and total span; the initial fitted-minimum analysis; Cause Code restriction; the supporting linear/quadratic-term comparison; and the initial predictive-contribution analysis. These decisions therefore used information from both periods. Subsequent separation corrected record allocation but did not restore an untouched confirmation sample. Table E1 reports the record overlap at successive construction stages.,9,,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Retain this paragraph only as dated development history with its original population and source. These numbers are not current B1 evidence.,retain_explicit_history,Historical source binding retained; no new scientific validation claimed,retain current location pending author structure decision,not_modified
NS0684,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-P057,Early analyses used records that included the period later designated as the confirmation sample (30 September 2023 to 31 March 2024; 184 days). The local audit identifies analysis steps 9–14 as preceding temporal separation: outcome reconstruction checks; choice between customer-weighted duration and total span; the initial fitted-minimum analysis; Cause Code restriction; the supporting linear/quadratic-term comparison; and the initial predictive-contribution analysis. These decisions therefore used information from both periods. Subsequent separation corrected record allocation but did not restore an untouched confirmation sample. Table E1 reports the record overlap at successive construction stages.,MR14,CL04,Early analyses used records that included the period later designated as the confirmation sample (30 September 2023 to 31 March 2024; 184 days). The local audit identifies analysis steps 9–14 as preceding temporal separation: outcome reconstruction checks; choice between customer-weighted duration and total span; the initial fitted-minimum analysis; Cause Code restriction; the supporting linear/quadratic-term comparison; and the initial predictive-contribution analysis. These decisions therefore used information from both periods. Subsequent separation corrected record allocation but did not restore an untouched confirmation sample. Table E1 reports the record overlap at successive construction stages.,14,,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Retain this paragraph only as dated development history with its original population and source. These numbers are not current B1 evidence.,retain_explicit_history,Historical source binding retained; no new scientific validation claimed,retain current location pending author structure decision,not_modified
NS0685,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row2col2,,,"135,025","135,025",historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0686,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row2col3,,,"109,250","109,250",historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0687,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row2col4,,,"25,775","25,775",historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0688,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row2col5,,,19.09%,19.09%,historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0689,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row3col2,,,"66,079","66,079",historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0690,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row3col3,,,"53,114","53,114",historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0691,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row3col4,,,"12,965","12,965",historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0692,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row3col5,,,19.63%,19.63%,historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0693,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row4col2,,,"62,927","62,927",historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0694,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row4col3,,,"50,345","50,345",historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0695,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row4col4,,,"12,582","12,582",historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0696,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T06,row4col5,,,20.00%,20.00%,historical original Word table / MR18 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0697,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-P060,"Thirty-two incidents (approximately 0.03 percent of the reconstructed earlier-period sample) start before the temporal boundary and end after it. They were retained in the earlier period according to start date. Their weather predictors refer to incident onset, but their eventual recovery outcomes may extend into the later period; the assignment rule does not by itself make outcomes independent across that boundary.","MR01,MR02,MR14","CL01,CL04","Thirty-two incidents (approximately 0.03 percent of the reconstructed earlier-period sample) start before the temporal boundary and end after it. They were retained in the earlier period according to start date. Their weather predictors refer to incident onset, but their eventual recovery outcomes may extend into the later period; the assignment rule does not by itself make outcomes independent across that boundary.",0.03,,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Retain this paragraph only as dated development history with its original population and source. These numbers are not current B1 evidence.,retain_explicit_history,Historical source binding retained; no new scientific validation claimed,retain current location pending author structure decision,not_modified
NS0698,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T07,row2col2,,,"approx. 60,453","60,453",historical original Word table / MR19 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0699,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T07,row2col3,,,10.69,10.69,historical original Word table / MR19 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0700,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T07,row2col4,,,38.6%,38.6%,historical original Word table / MR19 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0701,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T07,row3col2,,,"48,323","48,323",historical original Word table / MR19 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0702,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T07,row3col3,,,12.13,12.13,historical original Word table / MR19 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0703,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T07,row3col4,,,22.0%,22.0%,historical original Word table / MR19 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0704,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T07,row4col2,,,"60,437","60,437",historical original Word table / MR19 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0705,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T07,row4col3,,,10.69,10.69,historical original Word table / MR19 sources,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Historical development/Bootstrap table; retain dated source and historical population. Do not replace its values with B1 or present it as current validation.,retain_explicit_history,W author decision on historical appendix length; no new fit required,retain current location pending author structure decision,not_modified
NS0706,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-P063,"The sequence is 10.69 m/s before separation, 12.13 m/s in the earlier-period exposure sample, and 10.69 m/s after recombining the final data. The repeated rounded value is not a second independent confirmation. A local audit gives the final full-precision point estimate as 10.694 m/s. The interval-crossing entries reproduce historical reports on their standardised scales; they do not provide a harmonised physical-unit confidence interval across samples. Appendix H explains the additional conversion required for the final bootstrap output.",MR20,"CL02,CL04","The sequence is 10.69 m/s before separation, 12.13 m/s in the earlier-period exposure sample, and 10.69 m/s after recombining the final data. The repeated rounded value is not a second independent confirmation. A local audit gives the final full-precision point estimate as 10.694 m/s. The interval-crossing entries reproduce historical reports on their standardised scales; they do not provide a harmonised physical-unit confidence interval across samples. Appendix H explains the additional conversion required for the final bootstrap output.",10.69,,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Retain this paragraph only as dated development history with its original population and source. These numbers are not current B1 evidence.,retain_explicit_history,Historical source binding retained; no new scientific validation claimed,retain current location pending author structure decision,not_modified
NS0707,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-P063,"The sequence is 10.69 m/s before separation, 12.13 m/s in the earlier-period exposure sample, and 10.69 m/s after recombining the final data. The repeated rounded value is not a second independent confirmation. A local audit gives the final full-precision point estimate as 10.694 m/s. The interval-crossing entries reproduce historical reports on their standardised scales; they do not provide a harmonised physical-unit confidence interval across samples. Appendix H explains the additional conversion required for the final bootstrap output.",MR20,"CL02,CL04","The sequence is 10.69 m/s before separation, 12.13 m/s in the earlier-period exposure sample, and 10.69 m/s after recombining the final data. The repeated rounded value is not a second independent confirmation. A local audit gives the final full-precision point estimate as 10.694 m/s. The interval-crossing entries reproduce historical reports on their standardised scales; they do not provide a harmonised physical-unit confidence interval across samples. Appendix H explains the additional conversion required for the final bootstrap output.",12.13,,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Retain this paragraph only as dated development history with its original population and source. These numbers are not current B1 evidence.,retain_explicit_history,Historical source binding retained; no new scientific validation claimed,retain current location pending author structure decision,not_modified
NS0708,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-P063,"The sequence is 10.69 m/s before separation, 12.13 m/s in the earlier-period exposure sample, and 10.69 m/s after recombining the final data. The repeated rounded value is not a second independent confirmation. A local audit gives the final full-precision point estimate as 10.694 m/s. The interval-crossing entries reproduce historical reports on their standardised scales; they do not provide a harmonised physical-unit confidence interval across samples. Appendix H explains the additional conversion required for the final bootstrap output.",MR20,"CL02,CL04","The sequence is 10.69 m/s before separation, 12.13 m/s in the earlier-period exposure sample, and 10.69 m/s after recombining the final data. The repeated rounded value is not a second independent confirmation. A local audit gives the final full-precision point estimate as 10.694 m/s. The interval-crossing entries reproduce historical reports on their standardised scales; they do not provide a harmonised physical-unit confidence interval across samples. Appendix H explains the additional conversion required for the final bootstrap output.",10.69,,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Retain this paragraph only as dated development history with its original population and source. These numbers are not current B1 evidence.,retain_explicit_history,Historical source binding retained; no new scientific validation claimed,retain current location pending author structure decision,not_modified
NS0709,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-P063,"The sequence is 10.69 m/s before separation, 12.13 m/s in the earlier-period exposure sample, and 10.69 m/s after recombining the final data. The repeated rounded value is not a second independent confirmation. A local audit gives the final full-precision point estimate as 10.694 m/s. The interval-crossing entries reproduce historical reports on their standardised scales; they do not provide a harmonised physical-unit confidence interval across samples. Appendix H explains the additional conversion required for the final bootstrap output.",MR20,"CL02,CL04","The sequence is 10.69 m/s before separation, 12.13 m/s in the earlier-period exposure sample, and 10.69 m/s after recombining the final data. The repeated rounded value is not a second independent confirmation. A local audit gives the final full-precision point estimate as 10.694 m/s. The interval-crossing entries reproduce historical reports on their standardised scales; they do not provide a harmonised physical-unit confidence interval across samples. Appendix H explains the additional conversion required for the final bootstrap output.",10.694,,see source and disposition; not a new estimate,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,Retain this paragraph only as dated development history with its original population and source. These numbers are not current B1 evidence.,retain_explicit_history,Historical source binding retained; no new scientific validation claimed,retain current location pending author structure decision,not_modified
NS0710,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-P065,"Tables F1 and F2 report the non-calendar coefficient sets for the final combined exposure sample (n = 60,437) and recovery sample (n = 59,834), under LAD and LAD-and-date clustered standard errors. Additive year and month indicators are included in both fits but their individual coefficients are not reproduced here. Point estimates are identical under the two covariance estimators. The development-only customer coefficients in Table D2 use a different sample and are not expected to match Table F2 numerically.","MR11,MR25","CL01,CL02,CL03,CL04,CL05","Tables F1 and F2 report the non-calendar coefficient sets for the final combined exposure sample (n = 60,437) and recovery sample (n = 59,834), under LAD and LAD-and-date clustered standard errors. Additive year and month indicators are included in both fits but their individual coefficients are not reproduced here. Point estimates are identical under the two covariance estimators. The development-only customer coefficients in Table D2 use a different sample and are not expected to match Table F2 numerically.","60,437",D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\core_metrics.csv,core_metrics: main E0 G and R0c GK n,60436.0,events,main all_valid,"The reported OLS coefficients are paired with CR1 standard errors clustered by LAD. Alternative clustering by date and by both LAD and date is evaluated for the same full sample. Reported p-values use the stated normal-reference Wald calculation. Changing the covariance estimator leaves the fitted coefficients unchanged. The full main models each use 60,436 incidents. Covariance conditions are assessed separately for each period. Six matrices for clustering by both LAD and date are not positive semidefinite. The displayed standard errors of the physical terms use LAD covariance, and Figure 10 contains points only. No arbitrary joint Wald inference is authorised from those non-PSD matrices.",whole_paragraph_or_caption_rewrite,,3 Methods / Appendix F inference,not_modified
NS0711,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-P065,"Tables F1 and F2 report the non-calendar coefficient sets for the final combined exposure sample (n = 60,437) and recovery sample (n = 59,834), under LAD and LAD-and-date clustered standard errors. Additive year and month indicators are included in both fits but their individual coefficients are not reproduced here. Point estimates are identical under the two covariance estimators. The development-only customer coefficients in Table D2 use a different sample and are not expected to match Table F2 numerically.","MR11,MR25","CL01,CL02,CL03,CL04,CL05","Tables F1 and F2 report the non-calendar coefficient sets for the final combined exposure sample (n = 60,437) and recovery sample (n = 59,834), under LAD and LAD-and-date clustered standard errors. Additive year and month indicators are included in both fits but their individual coefficients are not reproduced here. Point estimates are identical under the two covariance estimators. The development-only customer coefficients in Table D2 use a different sample and are not expected to match Table F2 numerically.","59,834",D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\core_metrics.csv,core_metrics: main E0 G and R0c GK n,60436.0,events,main all_valid,"The reported OLS coefficients are paired with CR1 standard errors clustered by LAD. Alternative clustering by date and by both LAD and date is evaluated for the same full sample. Reported p-values use the stated normal-reference Wald calculation. Changing the covariance estimator leaves the fitted coefficients unchanged. The full main models each use 60,436 incidents. Covariance conditions are assessed separately for each period. Six matrices for clustering by both LAD and date are not positive semidefinite. The displayed standard errors of the physical terms use LAD covariance, and Figure 10 contains points only. No arbitrary joint Wald inference is authorised from those non-PSD matrices.",whole_paragraph_or_caption_rewrite,,3 Methods / Appendix F inference,not_modified
NS0712,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-P066,"Table F1. Final combined exposure model (n = 60,437): non-calendar coefficients and clustered standard errors.",,,"Table F1. Final combined exposure model (n = 60,437): non-calendar coefficients and clustered standard errors.","60,437",R04/tables/Tables3_F_complete_coefficients.csv; main E0,whole declared source table,,requires_semantic_interpretation,specified in candidate/evidence; not inferred from old n,"Table F1. Main customer impact model with all valid tails (n = 60,436): coefficients other than calendar terms, CR1 standard errors and Wald p-values from a normal reference. The two covariance columns accompany the same point estimates.",whole_paragraph_or_caption_rewrite,,Appendix F Table F1 caption,not_modified
NS0713,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row2col2,MR08,"CL05,CL06",3.321,3.321,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; const; LAD_CR1; field=coefficient,3.2844960164588817,coefficient per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0714,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row2col3,MR08,"CL05,CL06",1.045,1.045,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; const; LAD_CR1; field=SE,1.0409964930587765,SE per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0715,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row2col4,MR08,"CL05,CL06",0.0015,0.0015,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; const; LAD_CR1; field=p_normal_CR1_descriptive,0.0016041775716127,normal-reference p (not bootstrap),main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0716,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row2col5,MR08,"CL05,CL06",1.049,1.049,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; const; LAD_date_two_way_CR1; field=SE,1.0453495068760612,SE per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0717,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row2col6,MR08,"CL05,CL06",0.0015,0.0015,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; const; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,0.0016779372359572,normal-reference p (not bootstrap),main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0718,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row3col2,MR08,"CL05,CL06",-0.032,-0.032,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG; LAD_CR1; field=coefficient,-0.0360357595511024,coefficient per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0719,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row3col3,MR08,"CL05,CL06",0.014,0.014,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG; LAD_CR1; field=SE,0.0139758089853171,SE per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0720,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row3col4,MR08,"CL05,CL06",0.022,0.022,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG; LAD_CR1; field=p_normal_CR1_descriptive,0.0099248055183769,normal-reference p (not bootstrap),main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0721,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row3col5,MR08,"CL05,CL06",0.022,0.022,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG; LAD_date_two_way_CR1; field=SE,0.0217379227357945,SE per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0722,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row3col6,MR08,"CL05,CL06",0.142,0.142,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,0.0973705554475519,normal-reference p (not bootstrap),main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0723,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row4col2,MR08,"CL05,CL06",0.103,0.103,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG2; LAD_CR1; field=coefficient,0.106019818927991,coefficient per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0724,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row4col3,MR08,"CL05,CL06",0.009,0.009,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG2; LAD_CR1; field=SE,0.0083464357514341,SE per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
